container_id,shipment_id,container_type,status,current_location
CNT001930,SHP000338,40ft,Delayed,Shanghai Port
CNT001931,SHP002818,Reefer,Delayed,Los Angeles Port
CNT001932,SHP000808,40ft,Delayed,Dubai Port
CNT001933,SHP000389,40ft,Delayed,Los Angeles Port
CNT001934,SHP000999,40ft,Delivered,Los Angeles Port
CNT001935,SHP002775,40ft,Delayed,Durban Port
CNT001936,SHP000122,40ft,Delivered,Singapore Port
CNT001937,SHP002741,20ft,In Transit,Dubai Port
CNT001938,SHP002521,40ft,Delayed,Dubai Port
CNT001939,SHP002207,Reefer,Delivered,Durban Port
CNT001940,SHP001619,20ft,Delayed,Singapore Port
CNT001941,SHP002257,40ft,Delivered,Shanghai Port
CNT001942,SHP000308,Reefer,Delivered,Rotterdam Port
CNT001943,SHP000882,20ft,Delayed,Durban Port
CNT001944,SHP002408,20ft,Delayed,Durban Port
CNT001945,SHP002933,20ft,Delivered,Los Angeles Port
CNT001946,SHP001387,Reefer,Delivered,Los Angeles Port
CNT001947,SHP002894,40ft,In Transit,Shanghai Port
CNT001948,SHP001876,Reefer,In Transit,Durban Port
CNT001949,SHP002823,20ft,Delayed,Singapore Port
CNT001950,SHP000255,20ft,Delivered,Hamburg Port
CNT001951,SHP001836,Reefer,Delivered,Rotterdam Port
CNT001952,SHP002465,20ft,In Transit,Singapore Port
CNT001953,SHP001226,Reefer,In Transit,Dubai Port
CNT001954,SHP001351,20ft,In Transit,Hamburg Port
CNT001955,SHP001254,40ft,Delayed,Dubai Port
CNT001956,SHP000579,Reefer,In Transit,Los Angeles Port
CNT001957,SHP000442,20ft,Delayed,Singapore Port
CNT001958,SHP000251,20ft,Delivered,Los Angeles Port
CNT001959,SHP002058,20ft,Delayed,Shanghai Port
CNT001960,SHP002565,40ft,Delivered,Los Angeles Port
CNT001961,SHP002903,Reefer,Delayed,Los Angeles Port
CNT001962,SHP001914,40ft,Delayed,Los Angeles Port
CNT001963,SHP002123,Reefer,Delivered,Hamburg Port
CNT001964,SHP001944,Reefer,Delivered,Los Angeles Port
CNT001965,SHP002381,40ft,In Transit,Singapore Port
CNT001966,SHP000445,40ft,Delivered,Shanghai Port
CNT001967,SHP002131,40ft,Delivered,Dubai Port
CNT001968,SHP001292,40ft,Delivered,Durban Port
CNT001969,SHP002987,Reefer,In Transit,Hamburg Port
CNT001970,SHP001217,20ft,Delivered,Lagos Port
CNT001971,SHP001238,40ft,Delivered,Los Angeles Port
CNT001972,SHP002511,20ft,Delivered,Rotterdam Port
CNT001973,SHP002295,40ft,Delayed,Dubai Port
CNT001974,SHP000219,20ft,Delayed,Rotterdam Port
CNT001975,SHP002886,Reefer,Delayed,Hamburg Port
CNT001976,SHP001412,Reefer,Delayed,Rotterdam Port
CNT001977,SHP000123,Reefer,Delayed,Singapore Port
CNT001978,SHP002928,20ft,Delayed,Hamburg Port
CNT001979,SHP002066,20ft,Delivered,Singapore Port
CNT001980,SHP002425,Reefer,Delayed,Hamburg Port
CNT001981,SHP001403,20ft,Delayed,Dubai Port
CNT001982,SHP001541,Reefer,Delayed,Los Angeles Port
CNT001983,SHP002774,40ft,In Transit,Los Angeles Port
CNT001984,SHP002748,Reefer,In Transit,Shanghai Port
CNT001985,SHP002087,Reefer,In Transit,Rotterdam Port
CNT001986,SHP002561,20ft,In Transit,Durban Port
CNT001987,SHP001784,40ft,In Transit,Los Angeles Port
CNT001988,SHP002272,Reefer,Delayed,Shanghai Port
CNT001989,SHP002817,40ft,Delivered,Rotterdam Port
CNT001990,SHP002135,40ft,Delayed,Shanghai Port
CNT001991,SHP001385,20ft,In Transit,Los Angeles Port
CNT001992,SHP002904,20ft,Delivered,Singapore Port
CNT001993,SHP000767,40ft,Delayed,Singapore Port
CNT001994,SHP002015,Reefer,Delivered,Lagos Port
CNT001995,SHP000387,40ft,In Transit,Lagos Port
CNT001996,SHP000069,20ft,In Transit,Los Angeles Port
CNT001997,SHP000897,Reefer,Delayed,Shanghai Port
CNT001998,SHP001196,Reefer,In Transit,Durban Port
CNT001999,SHP002010,20ft,Delayed,Singapore Port
CNT002000,SHP000887,Reefer,Delivered,Hamburg Port
CNT002001,SHP002342,20ft,In Transit,Los Angeles Port
CNT002002,SHP001597,20ft,Delivered,Durban Port
CNT002003,SHP002540,20ft,Delivered,Los Angeles Port
CNT002004,SHP001015,40ft,Delayed,Lagos Port
CNT002005,SHP001519,20ft,Delayed,Los Angeles Port
CNT002006,SHP002966,20ft,In Transit,Hamburg Port
CNT002007,SHP000399,20ft,Delayed,Shanghai Port
CNT002008,SHP000869,20ft,In Transit,Singapore Port
CNT002009,SHP001527,Reefer,In Transit,Rotterdam Port
CNT002010,SHP000468,Reefer,In Transit,Rotterdam Port
CNT002011,SHP000026,Reefer,Delivered,Singapore Port
CNT002012,SHP001015,Reefer,Delivered,Shanghai Port
CNT002013,SHP002785,20ft,Delivered,Los Angeles Port
CNT002014,SHP002355,40ft,In Transit,Hamburg Port
CNT002015,SHP002094,Reefer,Delivered,Los Angeles Port
CNT002016,SHP000419,20ft,In Transit,Shanghai Port
CNT002017,SHP002053,Reefer,In Transit,Rotterdam Port
CNT002018,SHP000236,20ft,In Transit,Dubai Port
CNT002019,SHP002576,40ft,In Transit,Los Angeles Port
CNT002020,SHP002732,40ft,In Transit,Rotterdam Port
CNT002021,SHP002674,20ft,In Transit,Dubai Port
CNT002022,SHP000516,Reefer,In Transit,Durban Port
CNT002023,SHP000615,40ft,Delivered,Lagos Port
CNT002024,SHP001925,40ft,Delayed,Lagos Port
CNT002025,SHP002508,20ft,Delayed,Rotterdam Port
CNT002026,SHP002143,20ft,Delivered,Los Angeles Port
CNT002027,SHP002503,40ft,In Transit,Rotterdam Port
CNT002028,SHP002320,20ft,Delivered,Lagos Port
CNT002029,SHP001906,40ft,In Transit,Singapore Port
CNT002030,SHP001800,Reefer,Delivered,Dubai Port
CNT002031,SHP001360,Reefer,Delivered,Los Angeles Port
CNT002032,SHP002532,20ft,In Transit,Singapore Port
CNT002033,SHP001692,20ft,In Transit,Dubai Port
CNT002034,SHP001184,20ft,Delayed,Lagos Port
CNT002035,SHP001519,20ft,In Transit,Singapore Port
CNT002036,SHP002663,Reefer,Delivered,Dubai Port
CNT002037,SHP000861,20ft,Delivered,Hamburg Port
CNT002038,SHP002556,20ft,Delivered,Shanghai Port
CNT002039,SHP001139,20ft,Delayed,Shanghai Port
CNT002040,SHP000748,20ft,Delivered,Lagos Port
CNT002041,SHP002691,40ft,Delivered,Hamburg Port
CNT002042,SHP002760,Reefer,Delivered,Singapore Port
CNT002043,SHP002398,20ft,In Transit,Rotterdam Port
CNT002044,SHP000680,20ft,Delayed,Hamburg Port
CNT002045,SHP001128,40ft,In Transit,Durban Port
CNT002046,SHP002727,20ft,In Transit,Singapore Port
CNT002047,SHP000504,40ft,In Transit,Shanghai Port
CNT002048,SHP001752,40ft,Delivered,Durban Port
CNT002049,SHP002969,Reefer,Delivered,Singapore Port
CNT002050,SHP000261,40ft,Delivered,Shanghai Port
CNT002051,SHP000394,20ft,In Transit,Lagos Port
CNT002052,SHP000417,40ft,In Transit,Lagos Port
CNT002053,SHP002716,20ft,Delivered,Durban Port
CNT002054,SHP001181,40ft,In Transit,Shanghai Port
CNT002055,SHP000231,Reefer,Delayed,Lagos Port
CNT002056,SHP000771,20ft,Delivered,Singapore Port
CNT002057,SHP002425,Reefer,Delayed,Lagos Port
CNT002058,SHP002078,Reefer,Delivered,Durban Port
CNT002059,SHP001825,Reefer,In Transit,Lagos Port
CNT002060,SHP001467,Reefer,Delivered,Singapore Port
CNT002061,SHP001852,20ft,In Transit,Singapore Port
CNT002062,SHP001340,20ft,Delayed,Shanghai Port
CNT002063,SHP000462,40ft,Delayed,Los Angeles Port
CNT002064,SHP002241,20ft,In Transit,Singapore Port
CNT002065,SHP001014,40ft,Delivered,Rotterdam Port
CNT002066,SHP002423,Reefer,Delivered,Dubai Port
CNT002067,SHP001066,20ft,Delayed,Shanghai Port
CNT002068,SHP001785,40ft,Delayed,Hamburg Port
CNT002069,SHP000757,40ft,In Transit,Los Angeles Port
CNT002070,SHP000829,Reefer,Delayed,Singapore Port
CNT002071,SHP001028,40ft,In Transit,Dubai Port
CNT002072,SHP000038,20ft,In Transit,Los Angeles Port
CNT002073,SHP002798,40ft,Delivered,Rotterdam Port
CNT002074,SHP002741,Reefer,In Transit,Singapore Port
CNT002075,SHP001070,40ft,Delivered,Rotterdam Port
CNT002076,SHP002307,20ft,Delayed,Los Angeles Port
CNT002077,SHP002477,20ft,Delayed,Hamburg Port
CNT002078,SHP001178,20ft,In Transit,Singapore Port
CNT002079,SHP001821,20ft,In Transit,Durban Port
CNT002080,SHP000403,Reefer,Delivered,Lagos Port
CNT002081,SHP000223,40ft,Delayed,Hamburg Port
CNT002082,SHP002391,Reefer,In Transit,Rotterdam Port
CNT002083,SHP000706,20ft,Delivered,Lagos Port
CNT002084,SHP002167,Reefer,Delivered,Durban Port
CNT002085,SHP000069,40ft,In Transit,Los Angeles Port
CNT002086,SHP000722,40ft,In Transit,Singapore Port
CNT002087,SHP002414,40ft,Delayed,Dubai Port
CNT002088,SHP002375,40ft,Delivered,Dubai Port
CNT002089,SHP002064,20ft,Delayed,Dubai Port
CNT002090,SHP000456,Reefer,In Transit,Durban Port
CNT002091,SHP002169,20ft,In Transit,Rotterdam Port
CNT002092,SHP002213,Reefer,Delayed,Hamburg Port
CNT002093,SHP000896,20ft,Delayed,Hamburg Port
CNT002094,SHP001467,40ft,In Transit,Los Angeles Port
CNT002095,SHP000070,40ft,Delivered,Rotterdam Port
CNT002096,SHP000211,40ft,Delayed,Los Angeles Port
CNT002097,SHP001772,40ft,Delayed,Los Angeles Port
CNT002098,SHP002303,Reefer,Delayed,Lagos Port
CNT002099,SHP002844,Reefer,In Transit,Dubai Port
CNT002100,SHP002358,20ft,Delayed,Lagos Port
CNT002101,SHP000726,Reefer,Delayed,Durban Port
CNT002102,SHP000729,20ft,In Transit,Los Angeles Port
CNT002103,SHP002882,20ft,Delayed,Shanghai Port
CNT002104,SHP002705,20ft,Delivered,Dubai Port
CNT002105,SHP002201,20ft,Delayed,Los Angeles Port
CNT002106,SHP001100,Reefer,Delayed,Hamburg Port
CNT002107,SHP002031,40ft,In Transit,Rotterdam Port
CNT002108,SHP002829,Reefer,Delayed,Lagos Port
CNT002109,SHP000312,20ft,In Transit,Los Angeles Port
CNT002110,SHP002611,Reefer,In Transit,Shanghai Port
CNT002111,SHP002750,20ft,Delivered,Shanghai Port
CNT002112,SHP002661,20ft,In Transit,Los Angeles Port
CNT002113,SHP002251,40ft,In Transit,Hamburg Port
CNT002114,SHP001716,20ft,Delivered,Lagos Port
CNT002115,SHP002761,40ft,Delivered,Hamburg Port
CNT002116,SHP002879,Reefer,Delivered,Durban Port
CNT002117,SHP002449,Reefer,Delivered,Rotterdam Port
CNT002118,SHP002080,40ft,Delivered,Shanghai Port
CNT002119,SHP001331,20ft,Delivered,Hamburg Port
CNT002120,SHP000782,20ft,Delayed,Dubai Port
CNT002121,SHP001218,40ft,Delayed,Los Angeles Port
CNT002122,SHP000105,40ft,Delivered,Singapore Port
CNT002123,SHP002896,40ft,Delayed,Dubai Port
CNT002124,SHP000431,40ft,Delayed,Lagos Port
CNT002125,SHP002691,40ft,Delayed,Dubai Port
CNT002126,SHP001490,Reefer,Delivered,Los Angeles Port
CNT002127,SHP002980,Reefer,In Transit,Dubai Port
CNT002128,SHP001555,20ft,Delayed,Rotterdam Port
CNT002129,SHP001382,Reefer,In Transit,Los Angeles Port
CNT002130,SHP000033,Reefer,Delayed,Durban Port
CNT002131,SHP002961,Reefer,In Transit,Durban Port
CNT002132,SHP002162,20ft,Delayed,Singapore Port
CNT002133,SHP001832,40ft,In Transit,Shanghai Port
CNT002134,SHP002238,40ft,In Transit,Hamburg Port
CNT002135,SHP000344,40ft,Delayed,Lagos Port
CNT002136,SHP000323,40ft,Delayed,Dubai Port
CNT002137,SHP000095,40ft,In Transit,Hamburg Port
CNT002138,SHP001024,20ft,Delayed,Hamburg Port
CNT002139,SHP001926,Reefer,In Transit,Hamburg Port
CNT002140,SHP000511,40ft,Delivered,Shanghai Port
CNT002141,SHP000356,20ft,In Transit,Durban Port
CNT002142,SHP002415,40ft,Delivered,Los Angeles Port
CNT002143,SHP002701,Reefer,Delayed,Rotterdam Port
CNT002144,SHP000446,Reefer,In Transit,Lagos Port
CNT002145,SHP001830,Reefer,Delivered,Rotterdam Port
CNT002146,SHP000339,20ft,Delivered,Shanghai Port
CNT002147,SHP001435,20ft,Delivered,Los Angeles Port
CNT002148,SHP002420,Reefer,In Transit,Dubai Port
CNT002149,SHP001667,Reefer,Delivered,Lagos Port
CNT002150,SHP002423,Reefer,Delayed,Dubai Port
CNT002151,SHP002244,20ft,Delivered,Hamburg Port
CNT002152,SHP002041,Reefer,Delivered,Dubai Port
CNT002153,SHP001059,Reefer,Delayed,Dubai Port
CNT002154,SHP002508,40ft,Delivered,Rotterdam Port
CNT002155,SHP001156,20ft,In Transit,Hamburg Port
CNT002156,SHP002641,40ft,In Transit,Durban Port
CNT002157,SHP002021,40ft,Delivered,Singapore Port
CNT002158,SHP002939,20ft,In Transit,Durban Port
CNT002159,SHP001184,20ft,Delivered,Shanghai Port
CNT002160,SHP001076,20ft,In Transit,Lagos Port
CNT002161,SHP000091,40ft,In Transit,Rotterdam Port
CNT002162,SHP002375,Reefer,Delivered,Los Angeles Port
CNT002163,SHP000384,Reefer,In Transit,Singapore Port
CNT002164,SHP002829,Reefer,Delayed,Durban Port
CNT002165,SHP001779,40ft,Delayed,Rotterdam Port
CNT002166,SHP002693,Reefer,Delayed,Hamburg Port
CNT002167,SHP001219,20ft,Delayed,Singapore Port
CNT002168,SHP000354,Reefer,Delivered,Los Angeles Port
CNT002169,SHP000876,20ft,Delivered,Los Angeles Port
CNT002170,SHP001240,20ft,Delivered,Shanghai Port
CNT002171,SHP000443,20ft,In Transit,Lagos Port
CNT002172,SHP002992,20ft,Delayed,Rotterdam Port
CNT002173,SHP001744,Reefer,In Transit,Singapore Port
CNT002174,SHP002606,20ft,In Transit,Singapore Port
CNT002175,SHP002422,40ft,Delayed,Rotterdam Port
CNT002176,SHP000143,Reefer,Delayed,Shanghai Port
CNT002177,SHP000345,20ft,Delayed,Dubai Port
CNT002178,SHP001937,20ft,Delayed,Rotterdam Port
CNT002179,SHP002981,20ft,Delayed,Rotterdam Port
CNT002180,SHP001396,20ft,In Transit,Hamburg Port
CNT002181,SHP000655,20ft,In Transit,Durban Port
CNT002182,SHP000969,Reefer,In Transit,Dubai Port
CNT002183,SHP001509,Reefer,Delayed,Durban Port
CNT002184,SHP001772,40ft,In Transit,Lagos Port
CNT002185,SHP002973,20ft,Delivered,Hamburg Port
CNT002186,SHP002044,Reefer,In Transit,Durban Port
CNT002187,SHP002578,Reefer,Delivered,Durban Port
CNT002188,SHP001697,40ft,Delayed,Lagos Port
CNT002189,SHP002388,40ft,Delivered,Singapore Port
CNT002190,SHP002314,20ft,Delivered,Dubai Port
CNT002191,SHP001259,Reefer,In Transit,Durban Port
CNT002192,SHP001138,20ft,In Transit,Shanghai Port
CNT002193,SHP000444,40ft,In Transit,Singapore Port
CNT002194,SHP001650,Reefer,Delayed,Dubai Port
CNT002195,SHP002046,Reefer,In Transit,Los Angeles Port
CNT002196,SHP002844,40ft,In Transit,Dubai Port
CNT002197,SHP001130,20ft,Delayed,Singapore Port
CNT002198,SHP002052,Reefer,In Transit,Singapore Port
CNT002199,SHP002911,Reefer,Delivered,Singapore Port
CNT002200,SHP002462,Reefer,Delivered,Shanghai Port
CNT002201,SHP001838,Reefer,Delivered,Durban Port
CNT002202,SHP000234,20ft,Delayed,Hamburg Port
CNT002203,SHP001614,Reefer,Delivered,Los Angeles Port
CNT002204,SHP002380,20ft,Delayed,Rotterdam Port
CNT002205,SHP001934,40ft,Delayed,Durban Port
CNT002206,SHP000495,Reefer,Delivered,Lagos Port
CNT002207,SHP000759,40ft,Delayed,Rotterdam Port
CNT002208,SHP001486,Reefer,Delivered,Rotterdam Port
CNT002209,SHP000700,20ft,In Transit,Shanghai Port
CNT002210,SHP001773,Reefer,In Transit,Dubai Port
CNT002211,SHP001031,20ft,Delivered,Shanghai Port
CNT002212,SHP000783,Reefer,Delivered,Shanghai Port
CNT002213,SHP002189,Reefer,In Transit,Shanghai Port
CNT002214,SHP000402,40ft,Delivered,Dubai Port
CNT002215,SHP001587,40ft,In Transit,Rotterdam Port
CNT002216,SHP001087,20ft,In Transit,Shanghai Port
CNT002217,SHP001923,Reefer,Delayed,Dubai Port
CNT002218,SHP002365,40ft,In Transit,Los Angeles Port
CNT002219,SHP002336,40ft,In Transit,Singapore Port
CNT002220,SHP001923,40ft,Delivered,Singapore Port
CNT002221,SHP000720,40ft,In Transit,Singapore Port
CNT002222,SHP000602,Reefer,Delivered,Dubai Port
CNT002223,SHP001291,Reefer,In Transit,Los Angeles Port
CNT002224,SHP002338,Reefer,In Transit,Dubai Port
CNT002225,SHP001531,Reefer,Delivered,Rotterdam Port
CNT002226,SHP001549,Reefer,In Transit,Rotterdam Port
CNT002227,SHP001301,Reefer,In Transit,Shanghai Port
CNT002228,SHP000980,20ft,Delivered,Los Angeles Port
CNT002229,SHP000006,40ft,In Transit,Singapore Port
CNT002230,SHP002090,40ft,Delivered,Hamburg Port
CNT002231,SHP000554,Reefer,In Transit,Rotterdam Port
CNT002232,SHP001243,40ft,In Transit,Lagos Port
CNT002233,SHP002048,40ft,In Transit,Los Angeles Port
CNT002234,SHP002272,20ft,In Transit,Singapore Port
CNT002235,SHP000442,Reefer,Delayed,Hamburg Port
CNT002236,SHP002767,20ft,Delivered,Lagos Port
CNT002237,SHP000216,40ft,Delivered,Dubai Port
CNT002238,SHP002988,20ft,Delayed,Los Angeles Port
CNT002239,SHP001635,40ft,In Transit,Rotterdam Port
CNT002240,SHP000600,40ft,Delivered,Shanghai Port
CNT002241,SHP000909,20ft,In Transit,Lagos Port
CNT002242,SHP000618,40ft,Delivered,Singapore Port
CNT002243,SHP002815,40ft,In Transit,Dubai Port
CNT002244,SHP001500,Reefer,Delayed,Lagos Port
CNT002245,SHP002429,40ft,In Transit,Shanghai Port
CNT002246,SHP001878,20ft,In Transit,Durban Port
CNT002247,SHP002769,20ft,Delivered,Durban Port
CNT002248,SHP001534,Reefer,Delivered,Singapore Port
CNT002249,SHP001190,20ft,Delivered,Durban Port
CNT002250,SHP002044,20ft,Delivered,Dubai Port
CNT002251,SHP000132,40ft,Delivered,Hamburg Port
CNT002252,SHP000735,40ft,Delayed,Rotterdam Port
CNT002253,SHP001057,20ft,In Transit,Los Angeles Port
CNT002254,SHP002040,20ft,Delayed,Los Angeles Port
CNT002255,SHP002783,Reefer,In Transit,Shanghai Port
CNT002256,SHP000885,Reefer,In Transit,Lagos Port
CNT002257,SHP001789,40ft,Delayed,Shanghai Port
CNT002258,SHP002437,20ft,Delayed,Los Angeles Port
CNT002259,SHP000583,40ft,Delivered,Singapore Port
CNT002260,SHP001176,40ft,Delivered,Singapore Port
CNT002261,SHP002511,20ft,In Transit,Rotterdam Port
CNT002262,SHP001244,40ft,Delivered,Shanghai Port
CNT002263,SHP000594,Reefer,In Transit,Rotterdam Port
CNT002264,SHP001557,40ft,In Transit,Los Angeles Port
CNT002265,SHP002424,Reefer,In Transit,Shanghai Port
CNT002266,SHP000165,40ft,Delivered,Los Angeles Port
CNT002267,SHP002507,Reefer,Delayed,Rotterdam Port
CNT002268,SHP000183,20ft,Delayed,Singapore Port
CNT002269,SHP001152,20ft,Delivered,Rotterdam Port
CNT002270,SHP000556,20ft,Delivered,Los Angeles Port
CNT002271,SHP001370,40ft,Delayed,Lagos Port
CNT002272,SHP001637,20ft,Delivered,Los Angeles Port
CNT002273,SHP002526,20ft,Delivered,Durban Port
CNT002274,SHP002473,20ft,In Transit,Singapore Port
CNT002275,SHP002540,40ft,Delayed,Rotterdam Port
CNT002276,SHP002156,20ft,Delayed,Lagos Port
CNT002277,SHP000230,20ft,Delivered,Los Angeles Port
CNT002278,SHP001952,Reefer,In Transit,Dubai Port
CNT002279,SHP000533,20ft,In Transit,Dubai Port
CNT002280,SHP002353,40ft,In Transit,Los Angeles Port
CNT002281,SHP001203,20ft,Delivered,Durban Port
CNT002282,SHP001429,Reefer,Delivered,Rotterdam Port
CNT002283,SHP000044,40ft,Delayed,Rotterdam Port
CNT002284,SHP000857,40ft,Delivered,Lagos Port
CNT002285,SHP000798,40ft,Delivered,Singapore Port
CNT002286,SHP002822,20ft,Delivered,Hamburg Port
CNT002287,SHP000625,40ft,In Transit,Los Angeles Port
CNT002288,SHP002288,Reefer,In Transit,Durban Port
CNT002289,SHP000829,20ft,Delayed,Shanghai Port
CNT002290,SHP002332,40ft,Delivered,Lagos Port
CNT002291,SHP002746,20ft,In Transit,Singapore Port
CNT002292,SHP002829,Reefer,Delayed,Hamburg Port
CNT002293,SHP000474,20ft,Delivered,Dubai Port
CNT002294,SHP001190,Reefer,Delayed,Rotterdam Port
CNT002295,SHP001033,40ft,Delivered,Lagos Port
CNT002296,SHP002671,Reefer,Delivered,Los Angeles Port
CNT002297,SHP002208,Reefer,Delivered,Lagos Port
CNT002298,SHP000820,20ft,In Transit,Singapore Port
CNT002299,SHP002637,40ft,Delivered,Shanghai Port
CNT002300,SHP000087,Reefer,Delayed,Los Angeles Port
CNT002301,SHP001007,Reefer,Delayed,Shanghai Port
CNT002302,SHP000662,40ft,Delayed,Los Angeles Port
CNT002303,SHP001499,40ft,In Transit,Los Angeles Port
CNT002304,SHP000196,Reefer,Delayed,Hamburg Port
CNT002305,SHP002206,20ft,In Transit,Shanghai Port
CNT002306,SHP002548,Reefer,In Transit,Shanghai Port
CNT002307,SHP000908,Reefer,In Transit,Durban Port
CNT002308,SHP002530,40ft,Delivered,Singapore Port
CNT002309,SHP002874,Reefer,Delivered,Lagos Port
CNT002310,SHP002119,20ft,Delayed,Rotterdam Port
CNT002311,SHP001685,40ft,Delivered,Dubai Port
CNT002312,SHP001917,Reefer,In Transit,Los Angeles Port
CNT002313,SHP002061,20ft,Delivered,Lagos Port
CNT002314,SHP002518,20ft,Delayed,Rotterdam Port
CNT002315,SHP002066,Reefer,In Transit,Shanghai Port
CNT002316,SHP000965,40ft,Delivered,Durban Port
CNT002317,SHP000434,20ft,Delivered,Singapore Port
CNT002318,SHP000372,Reefer,Delayed,Los Angeles Port
CNT002319,SHP000274,Reefer,In Transit,Hamburg Port
CNT002320,SHP002192,40ft,In Transit,Durban Port
CNT002321,SHP001369,40ft,In Transit,Lagos Port
CNT002322,SHP002544,20ft,In Transit,Los Angeles Port
CNT002323,SHP001520,20ft,Delayed,Shanghai Port
CNT002324,SHP000685,20ft,In Transit,Dubai Port
CNT002325,SHP002056,40ft,Delivered,Hamburg Port
CNT002326,SHP001512,Reefer,Delivered,Hamburg Port
CNT002327,SHP000038,40ft,In Transit,Singapore Port
CNT002328,SHP001883,20ft,In Transit,Rotterdam Port
CNT002329,SHP000234,40ft,Delayed,Dubai Port
CNT002330,SHP001459,40ft,Delivered,Los Angeles Port
CNT002331,SHP000004,20ft,In Transit,Lagos Port
CNT002332,SHP000742,Reefer,Delivered,Durban Port
CNT002333,SHP002371,20ft,Delivered,Dubai Port
CNT002334,SHP001922,40ft,In Transit,Shanghai Port
CNT002335,SHP000998,20ft,In Transit,Hamburg Port
CNT002336,SHP001447,20ft,Delayed,Hamburg Port
CNT002337,SHP000432,40ft,In Transit,Shanghai Port
CNT002338,SHP000045,Reefer,Delivered,Dubai Port
CNT002339,SHP000284,40ft,In Transit,Durban Port
CNT002340,SHP000353,20ft,Delayed,Shanghai Port
CNT002341,SHP000115,Reefer,Delayed,Lagos Port
CNT002342,SHP001882,Reefer,Delayed,Hamburg Port
CNT002343,SHP001794,20ft,Delayed,Hamburg Port
CNT002344,SHP001063,40ft,Delayed,Dubai Port
CNT002345,SHP001018,20ft,In Transit,Dubai Port
CNT002346,SHP002876,Reefer,Delayed,Durban Port
CNT002347,SHP002026,40ft,Delayed,Rotterdam Port
CNT002348,SHP002177,20ft,In Transit,Dubai Port
CNT002349,SHP000230,20ft,Delayed,Durban Port
CNT002350,SHP002359,40ft,Delivered,Lagos Port
CNT002351,SHP002758,20ft,Delivered,Hamburg Port
CNT002352,SHP001415,40ft,In Transit,Lagos Port
CNT002353,SHP002727,40ft,Delayed,Los Angeles Port
CNT002354,SHP001749,Reefer,In Transit,Los Angeles Port
CNT002355,SHP001110,Reefer,Delayed,Los Angeles Port
CNT002356,SHP002710,20ft,Delayed,Durban Port
CNT002357,SHP002650,Reefer,Delivered,Dubai Port
CNT002358,SHP002059,Reefer,In Transit,Shanghai Port
CNT002359,SHP001388,Reefer,In Transit,Rotterdam Port
CNT002360,SHP002315,20ft,In Transit,Dubai Port
CNT002361,SHP000216,40ft,Delayed,Rotterdam Port
CNT002362,SHP002163,40ft,Delayed,Hamburg Port
CNT002363,SHP000419,40ft,In Transit,Dubai Port
CNT002364,SHP000930,40ft,In Transit,Rotterdam Port
CNT002365,SHP000473,20ft,Delayed,Dubai Port
CNT002366,SHP002247,40ft,Delivered,Shanghai Port
CNT002367,SHP002478,20ft,Delayed,Los Angeles Port
CNT002368,SHP000113,20ft,Delayed,Hamburg Port
CNT002369,SHP001188,20ft,Delayed,Lagos Port
CNT002370,SHP002737,Reefer,Delayed,Shanghai Port
CNT002371,SHP001167,Reefer,Delayed,Dubai Port
CNT002372,SHP000083,20ft,Delayed,Hamburg Port
CNT002373,SHP002422,40ft,Delayed,Rotterdam Port
CNT002374,SHP000813,Reefer,Delivered,Durban Port
CNT002375,SHP001574,20ft,In Transit,Dubai Port
CNT002376,SHP000655,40ft,In Transit,Dubai Port
CNT002377,SHP000266,40ft,Delayed,Shanghai Port
CNT002378,SHP001270,Reefer,In Transit,Shanghai Port
CNT002379,SHP002555,Reefer,In Transit,Lagos Port
CNT002380,SHP002129,40ft,In Transit,Singapore Port
CNT002381,SHP001596,Reefer,In Transit,Hamburg Port
CNT002382,SHP002231,20ft,In Transit,Rotterdam Port
CNT002383,SHP002627,Reefer,Delivered,Shanghai Port
CNT002384,SHP001911,40ft,Delivered,Dubai Port
CNT002385,SHP000346,40ft,Delivered,Rotterdam Port
CNT002386,SHP001457,Reefer,Delayed,Los Angeles Port
CNT002387,SHP001290,40ft,Delivered,Singapore Port
CNT002388,SHP001295,Reefer,In Transit,Shanghai Port
CNT002389,SHP000998,20ft,Delivered,Shanghai Port
CNT002390,SHP002784,40ft,In Transit,Rotterdam Port
CNT002391,SHP002241,40ft,Delivered,Rotterdam Port
CNT002392,SHP002020,Reefer,Delayed,Singapore Port
CNT002393,SHP002493,40ft,Delivered,Singapore Port
CNT002394,SHP001591,40ft,Delayed,Lagos Port
CNT002395,SHP002333,20ft,In Transit,Shanghai Port
CNT002396,SHP002375,40ft,In Transit,Durban Port
CNT002397,SHP000151,Reefer,Delayed,Lagos Port
CNT002398,SHP001458,Reefer,In Transit,Dubai Port
CNT002399,SHP001761,40ft,Delayed,Durban Port
CNT002400,SHP000439,40ft,In Transit,Dubai Port
CNT002401,SHP002667,Reefer,Delivered,Hamburg Port
CNT002402,SHP002310,20ft,Delayed,Los Angeles Port
CNT002403,SHP002567,20ft,In Transit,Los Angeles Port
CNT002404,SHP001703,40ft,Delayed,Singapore Port
CNT002405,SHP002278,40ft,Delivered,Dubai Port
CNT002406,SHP001198,40ft,In Transit,Durban Port
CNT002407,SHP002287,40ft,Delivered,Singapore Port
CNT002408,SHP002356,20ft,In Transit,Los Angeles Port
CNT002409,SHP001553,20ft,Delayed,Rotterdam Port
CNT002410,SHP002470,20ft,Delayed,Dubai Port
