route_id,origin_port,destination_port,distance_km,average_time_days,fuel_cost
RTE001786,Rotterdam Port,Shanghai Port,2688,10,25639.47
RTE001787,Lagos Port,Durban Port,17659,39,13364.98
RTE001788,Durban Port,Shanghai Port,3977,35,46093.64
RTE001789,Durban Port,Hamburg Port,7248,11,10880.26
RTE001790,Singapore Port,Lagos Port,16128,8,12532.3
RTE001791,Singapore Port,Rotterdam Port,17163,14,31655.61
RTE001792,Durban Port,Lagos Port,12638,28,14733.77
RTE001793,Los Angeles Port,Singapore Port,10713,35,3021.67
RTE001794,Los Angeles Port,Los Angeles Port,5286,32,19936.16
RTE001795,Rotterdam Port,Durban Port,6014,12,43176.45
RTE001796,Rotterdam Port,Hamburg Port,8413,11,36797.8
RTE001797,Hamburg Port,Hamburg Port,15993,4,1072.04
RTE001798,Dubai Port,Los Angeles Port,4800,19,19852.72
RTE001799,Dubai Port,Rotterdam Port,17622,29,44999.88
RTE001800,Singapore Port,Lagos Port,15782,11,12240.86
RTE001801,Lagos Port,Rotterdam Port,14204,34,7870.98
RTE001802,Durban Port,Shanghai Port,7048,20,4706.06
RTE001803,Singapore Port,Lagos Port,14115,25,35776.44
RTE001804,Rotterdam Port,Singapore Port,8577,18,12563.22
RTE001805,Los Angeles Port,Los Angeles Port,19951,26,26380.28
RTE001806,Rotterdam Port,Singapore Port,13314,14,15966.33
RTE001807,Hamburg Port,Shanghai Port,6999,37,12023.79
RTE001808,Durban Port,Dubai Port,15385,38,10661.27
RTE001809,Shanghai Port,Shanghai Port,16935,9,24833.5
RTE001810,Durban Port,Durban Port,2385,17,37672.94
RTE001811,Singapore Port,Durban Port,12962,20,22922.74
RTE001812,Shanghai Port,Rotterdam Port,14117,35,31323.45
RTE001813,Lagos Port,Durban Port,7191,39,43670.87
RTE001814,Shanghai Port,Hamburg Port,10207,29,20093.27
RTE001815,Los Angeles Port,Singapore Port,15745,22,23068.85
RTE001816,Singapore Port,Durban Port,17948,18,28379.12
RTE001817,Singapore Port,Hamburg Port,12473,35,44897.01
RTE001818,Singapore Port,Hamburg Port,8331,6,1928.94
RTE001819,Shanghai Port,Lagos Port,14425,13,36003.07
RTE001820,Lagos Port,Durban Port,15478,14,17282.24
RTE001821,Los Angeles Port,Rotterdam Port,8704,23,8616.3
RTE001822,Hamburg Port,Hamburg Port,16049,12,10973.6
RTE001823,Rotterdam Port,Shanghai Port,14244,19,11526.8
RTE001824,Dubai Port,Singapore Port,1724,8,44680.79
RTE001825,Shanghai Port,Durban Port,18236,2,1998.02
RTE001826,Dubai Port,Rotterdam Port,2309,8,44981.85
RTE001827,Singapore Port,Rotterdam Port,1360,15,9140.53
RTE001828,Durban Port,Los Angeles Port,15652,5,15415.85
RTE001829,Dubai Port,Hamburg Port,2932,26,12495.87
RTE001830,Los Angeles Port,Lagos Port,12596,13,15726.37
RTE001831,Rotterdam Port,Los Angeles Port,4375,19,19583.15
RTE001832,Lagos Port,Los Angeles Port,12497,24,40817.4
RTE001833,Shanghai Port,Singapore Port,2188,23,11384.66
RTE001834,Dubai Port,Singapore Port,7877,27,33275.68
RTE001835,Durban Port,Lagos Port,15457,15,4126.14
RTE001836,Lagos Port,Los Angeles Port,15604,16,26558.06
RTE001837,Dubai Port,Rotterdam Port,8921,2,43021.57
RTE001838,Shanghai Port,Los Angeles Port,12288,14,48049.49
RTE001839,Shanghai Port,Shanghai Port,18745,5,44723.29
RTE001840,Singapore Port,Rotterdam Port,12664,34,26065.42
RTE001841,Shanghai Port,Singapore Port,16657,35,17233.55
RTE001842,Los Angeles Port,Dubai Port,15484,18,43306.55
RTE001843,Durban Port,Durban Port,19745,22,31729.87
RTE001844,Singapore Port,Durban Port,8686,11,1283.15
RTE001845,Dubai Port,Dubai Port,2227,13,15716.49
RTE001846,Los Angeles Port,Singapore Port,19683,5,15148.33
RTE001847,Rotterdam Port,Shanghai Port,13460,16,45992.41
RTE001848,Dubai Port,Dubai Port,18086,21,6823.46
RTE001849,Rotterdam Port,Lagos Port,1792,23,10488.69
RTE001850,Los Angeles Port,Hamburg Port,16115,28,46013.53
RTE001851,Shanghai Port,Shanghai Port,10916,32,39629.3
RTE001852,Shanghai Port,Rotterdam Port,10421,36,36028.28
RTE001853,Shanghai Port,Los Angeles Port,19118,33,17830.99
RTE001854,Hamburg Port,Durban Port,12231,33,19106.98
RTE001855,Rotterdam Port,Los Angeles Port,17167,32,30789.17
RTE001856,Hamburg Port,Rotterdam Port,17918,7,21604.45
RTE001857,Hamburg Port,Singapore Port,6564,17,9500.31
RTE001858,Lagos Port,Lagos Port,2919,17,10463.41
RTE001859,Dubai Port,Rotterdam Port,8461,13,11310.97
RTE001860,Dubai Port,Rotterdam Port,17716,16,37778.38
RTE001861,Rotterdam Port,Los Angeles Port,3525,3,36666.69
RTE001862,Los Angeles Port,Shanghai Port,14776,5,43502.91
RTE001863,Durban Port,Lagos Port,12693,32,33231.9
RTE001864,Los Angeles Port,Singapore Port,11657,5,25466.35
RTE001865,Los Angeles Port,Shanghai Port,17392,24,1256.36
RTE001866,Singapore Port,Hamburg Port,19170,6,30319.53
RTE001867,Hamburg Port,Singapore Port,5496,28,8036.36
RTE001868,Lagos Port,Dubai Port,18794,31,42211.01
RTE001869,Singapore Port,Dubai Port,1172,4,41184.38
RTE001870,Rotterdam Port,Shanghai Port,18655,22,23431.62
RTE001871,Shanghai Port,Shanghai Port,1411,13,33196.09
RTE001872,Los Angeles Port,Singapore Port,15449,11,9762.94
RTE001873,Los Angeles Port,Shanghai Port,12358,5,17294.1
RTE001874,Shanghai Port,Shanghai Port,2088,30,43418.88
RTE001875,Lagos Port,Lagos Port,18060,20,9843.42
RTE001876,Dubai Port,Singapore Port,557,18,36382.57
RTE001877,Dubai Port,Durban Port,9185,5,3908.95
RTE001878,Durban Port,Los Angeles Port,11651,12,40930.89
RTE001879,Los Angeles Port,Shanghai Port,2346,6,26052.82
RTE001880,Singapore Port,Durban Port,2011,25,32507.24
RTE001881,Lagos Port,Dubai Port,17454,34,25005.07
RTE001882,Dubai Port,Shanghai Port,7115,19,5460.98
RTE001883,Singapore Port,Singapore Port,15740,15,47073.21
RTE001884,Rotterdam Port,Los Angeles Port,10623,2,33596.52
RTE001885,Lagos Port,Durban Port,13516,32,37729.96
RTE001886,Shanghai Port,Durban Port,11907,33,16379.15
RTE001887,Durban Port,Rotterdam Port,19225,15,1298.7
RTE001888,Shanghai Port,Lagos Port,4492,6,33656.73
RTE001889,Shanghai Port,Los Angeles Port,14229,36,17020.23
RTE001890,Shanghai Port,Dubai Port,18958,27,49550.55
RTE001891,Hamburg Port,Durban Port,11124,11,36458.1
RTE001892,Lagos Port,Shanghai Port,5559,29,34424.76
RTE001893,Dubai Port,Shanghai Port,3691,7,14482.67
RTE001894,Shanghai Port,Dubai Port,10646,37,14722.69
RTE001895,Dubai Port,Durban Port,8594,5,34847.86
RTE001896,Shanghai Port,Dubai Port,598,10,19001.07
RTE001897,Lagos Port,Shanghai Port,10324,30,24816.95
RTE001898,Durban Port,Shanghai Port,4820,28,31659.39
RTE001899,Los Angeles Port,Hamburg Port,6360,33,8512.42
RTE001900,Los Angeles Port,Hamburg Port,10369,30,37857.5
RTE001901,Durban Port,Lagos Port,5651,35,31609.78
RTE001902,Los Angeles Port,Lagos Port,9114,2,7159.47
RTE001903,Hamburg Port,Lagos Port,3248,29,11880.44
RTE001904,Singapore Port,Lagos Port,16660,13,39867.84
RTE001905,Dubai Port,Lagos Port,2255,9,17418.57
RTE001906,Singapore Port,Los Angeles Port,8623,15,15376.17
RTE001907,Durban Port,Rotterdam Port,12280,33,28859.02
RTE001908,Dubai Port,Dubai Port,18206,8,12717.3
RTE001909,Lagos Port,Singapore Port,5739,6,45712.39
RTE001910,Lagos Port,Los Angeles Port,4324,4,37688.69
RTE001911,Dubai Port,Durban Port,519,4,3125.31
RTE001912,Shanghai Port,Los Angeles Port,9871,24,40835.17
RTE001913,Lagos Port,Durban Port,4033,37,24961.77
RTE001914,Singapore Port,Rotterdam Port,16863,35,10922.2
RTE001915,Los Angeles Port,Durban Port,1667,38,31151.99
RTE001916,Rotterdam Port,Los Angeles Port,15268,13,9114.86
RTE001917,Lagos Port,Singapore Port,2301,39,3814.09
RTE001918,Durban Port,Los Angeles Port,504,38,45044.04
RTE001919,Durban Port,Hamburg Port,5611,18,13865.03
RTE001920,Lagos Port,Singapore Port,19219,24,19234.34
RTE001921,Dubai Port,Lagos Port,2267,9,7610.13
RTE001922,Hamburg Port,Los Angeles Port,6561,31,24607.26
RTE001923,Lagos Port,Lagos Port,9565,39,34107.17
RTE001924,Durban Port,Shanghai Port,11889,37,47104.5
RTE001925,Rotterdam Port,Shanghai Port,11351,31,44424.49
RTE001926,Dubai Port,Shanghai Port,6370,30,5700.07
RTE001927,Los Angeles Port,Singapore Port,13031,31,23561.25
RTE001928,Lagos Port,Hamburg Port,18959,6,40018.93
RTE001929,Singapore Port,Rotterdam Port,19482,11,18191.38
RTE001930,Lagos Port,Lagos Port,17795,37,29168.77
RTE001931,Lagos Port,Hamburg Port,16056,19,15745.16
RTE001932,Singapore Port,Hamburg Port,6528,7,45911.47
RTE001933,Dubai Port,Hamburg Port,8290,36,21097.72
RTE001934,Lagos Port,Los Angeles Port,810,26,30249.65
RTE001935,Rotterdam Port,Singapore Port,3264,31,19993.04
RTE001936,Los Angeles Port,Dubai Port,9451,35,33221.27
RTE001937,Hamburg Port,Los Angeles Port,2925,37,15944.24
RTE001938,Lagos Port,Durban Port,14268,32,13293.19
RTE001939,Singapore Port,Hamburg Port,15091,2,3717.61
RTE001940,Durban Port,Dubai Port,7260,26,27831.95
RTE001941,Los Angeles Port,Lagos Port,8034,9,31359.92
RTE001942,Durban Port,Shanghai Port,7098,24,37367.64
RTE001943,Rotterdam Port,Lagos Port,14231,21,26375.38
RTE001944,Hamburg Port,Los Angeles Port,17200,34,5350.01
RTE001945,Rotterdam Port,Rotterdam Port,1777,8,27593.02
RTE001946,Durban Port,Singapore Port,13261,17,29453.99
RTE001947,Durban Port,Rotterdam Port,16167,28,21338.84
RTE001948,Rotterdam Port,Lagos Port,11118,35,25127.41
RTE001949,Hamburg Port,Hamburg Port,2151,37,47975.16
RTE001950,Rotterdam Port,Los Angeles Port,18638,18,35680.17
RTE001951,Rotterdam Port,Los Angeles Port,17639,8,25842.56
RTE001952,Dubai Port,Singapore Port,17526,24,4400.79
RTE001953,Singapore Port,Shanghai Port,12327,39,15312.01
RTE001954,Los Angeles Port,Shanghai Port,1503,14,9091.06
RTE001955,Singapore Port,Dubai Port,13185,24,47948.72
RTE001956,Shanghai Port,Lagos Port,15122,3,1914.7
RTE001957,Lagos Port,Shanghai Port,19354,19,41940.31
RTE001958,Dubai Port,Hamburg Port,7691,36,35850.71
RTE001959,Shanghai Port,Rotterdam Port,11374,25,35634.31
RTE001960,Durban Port,Durban Port,15120,18,35206.28
RTE001961,Lagos Port,Los Angeles Port,2141,4,27468.89
RTE001962,Dubai Port,Shanghai Port,9616,18,1195.05
RTE001963,Singapore Port,Lagos Port,4143,9,10540.91
RTE001964,Lagos Port,Los Angeles Port,19912,26,16941.44
RTE001965,Rotterdam Port,Hamburg Port,12250,26,45182.71
RTE001966,Durban Port,Shanghai Port,1642,29,23657.26
RTE001967,Los Angeles Port,Singapore Port,13200,3,18229.74
RTE001968,Durban Port,Durban Port,14596,18,36789.99
RTE001969,Shanghai Port,Shanghai Port,9457,28,29903.11
RTE001970,Lagos Port,Hamburg Port,13481,16,37166.08
RTE001971,Dubai Port,Los Angeles Port,15299,27,49260.68
RTE001972,Durban Port,Lagos Port,19880,12,22950.64
RTE001973,Durban Port,Rotterdam Port,4966,28,31241.29
RTE001974,Shanghai Port,Lagos Port,19131,24,33777.44
RTE001975,Durban Port,Rotterdam Port,8356,39,26020.1
RTE001976,Dubai Port,Singapore Port,5267,20,4473.86
RTE001977,Durban Port,Rotterdam Port,2603,32,33388.21
RTE001978,Lagos Port,Los Angeles Port,13039,26,24836.37
RTE001979,Lagos Port,Hamburg Port,4877,18,4811.64
RTE001980,Rotterdam Port,Rotterdam Port,4159,34,2703.29
RTE001981,Dubai Port,Rotterdam Port,16038,5,10217.23
RTE001982,Dubai Port,Shanghai Port,14502,17,36862.88
RTE001983,Singapore Port,Hamburg Port,3876,23,31557.49
RTE001984,Shanghai Port,Singapore Port,19039,36,33202.35
RTE001985,Lagos Port,Durban Port,14173,4,13682.57
RTE001986,Dubai Port,Durban Port,2678,19,1007.83
RTE001987,Dubai Port,Dubai Port,18723,9,37561.19
RTE001988,Hamburg Port,Lagos Port,6286,27,44131.8
RTE001989,Los Angeles Port,Singapore Port,18962,35,49433.53
RTE001990,Durban Port,Singapore Port,13739,31,17449.87
RTE001991,Hamburg Port,Los Angeles Port,13052,7,39969.4
RTE001992,Shanghai Port,Lagos Port,1175,24,25732.78
RTE001993,Los Angeles Port,Singapore Port,17018,9,6315.48
RTE001994,Hamburg Port,Rotterdam Port,5914,31,19241.42
RTE001995,Singapore Port,Durban Port,11361,26,18578.18
RTE001996,Lagos Port,Lagos Port,13678,27,15793.93
RTE001997,Durban Port,Los Angeles Port,14345,34,30431.61
RTE001998,Los Angeles Port,Singapore Port,11800,3,2284.45
RTE001999,Dubai Port,Rotterdam Port,15547,13,32164.25
RTE002000,Hamburg Port,Lagos Port,12938,19,38687.09
RTE002001,Durban Port,Singapore Port,2031,2,37076.22
RTE002002,Durban Port,Rotterdam Port,14745,17,5416.72
RTE002003,Los Angeles Port,Durban Port,13241,36,18155.97
RTE002004,Dubai Port,Dubai Port,15366,16,34914.89
RTE002005,Dubai Port,Los Angeles Port,16395,24,1884.79
RTE002006,Dubai Port,Shanghai Port,11991,33,39861.15
RTE002007,Durban Port,Durban Port,3750,18,10411.3
RTE002008,Durban Port,Singapore Port,9505,38,43257.38
RTE002009,Los Angeles Port,Lagos Port,11600,39,35775.74
RTE002010,Dubai Port,Los Angeles Port,5766,26,24286.7
RTE002011,Rotterdam Port,Shanghai Port,4266,38,13388.39
RTE002012,Rotterdam Port,Los Angeles Port,3433,30,23237.23
RTE002013,Shanghai Port,Dubai Port,12460,32,21612.25
RTE002014,Dubai Port,Shanghai Port,4445,13,6608.54
RTE002015,Singapore Port,Lagos Port,1949,16,23773.44
RTE002016,Dubai Port,Hamburg Port,5377,9,33480.67
RTE002017,Rotterdam Port,Singapore Port,5120,22,32533.88
RTE002018,Los Angeles Port,Lagos Port,12755,32,48911.35
RTE002019,Durban Port,Hamburg Port,17516,22,17911.81
RTE002020,Hamburg Port,Rotterdam Port,6336,23,4011.91
RTE002021,Shanghai Port,Dubai Port,1127,29,48569.77
RTE002022,Hamburg Port,Durban Port,6637,17,36816.23
RTE002023,Rotterdam Port,Shanghai Port,17633,29,45143.03
RTE002024,Los Angeles Port,Lagos Port,12240,3,13017.32
RTE002025,Durban Port,Shanghai Port,19818,10,6673.95
RTE002026,Dubai Port,Dubai Port,7925,16,17365.99
RTE002027,Singapore Port,Dubai Port,5919,10,34684.67
RTE002028,Singapore Port,Rotterdam Port,11842,29,21457.14
RTE002029,Dubai Port,Singapore Port,18051,11,13555.32
RTE002030,Shanghai Port,Los Angeles Port,6105,14,41124.52
RTE002031,Lagos Port,Los Angeles Port,7846,10,33682.89
RTE002032,Lagos Port,Rotterdam Port,2491,37,36534.22
RTE002033,Lagos Port,Shanghai Port,11879,6,20730.22
RTE002034,Rotterdam Port,Singapore Port,9300,22,6637.33
RTE002035,Hamburg Port,Shanghai Port,3504,2,29500.87
RTE002036,Rotterdam Port,Rotterdam Port,1041,8,15954.75
RTE002037,Lagos Port,Lagos Port,18068,2,37568.91
RTE002038,Lagos Port,Durban Port,8111,6,25987.82
RTE002039,Shanghai Port,Hamburg Port,8211,2,43839.99
RTE002040,Rotterdam Port,Dubai Port,12079,2,6174.28
RTE002041,Lagos Port,Durban Port,4590,25,48159.64
RTE002042,Los Angeles Port,Hamburg Port,2836,15,10470.31
RTE002043,Los Angeles Port,Shanghai Port,6026,21,28903.96
RTE002044,Singapore Port,Lagos Port,12641,23,16197.68
RTE002045,Lagos Port,Dubai Port,11944,28,4030.48
RTE002046,Hamburg Port,Rotterdam Port,9987,6,26251.14
RTE002047,Durban Port,Singapore Port,17729,5,17719.07
RTE002048,Durban Port,Durban Port,8214,38,19713.24
RTE002049,Durban Port,Shanghai Port,17092,26,2971.08
RTE002050,Hamburg Port,Shanghai Port,14202,31,35706.6
RTE002051,Rotterdam Port,Los Angeles Port,18218,17,39957.43
RTE002052,Dubai Port,Dubai Port,12706,35,2150.34
RTE002053,Shanghai Port,Durban Port,4043,14,29213.5
RTE002054,Durban Port,Dubai Port,14969,31,2689.6
RTE002055,Los Angeles Port,Shanghai Port,10310,7,23739.04
RTE002056,Shanghai Port,Dubai Port,12635,14,24391.42
RTE002057,Hamburg Port,Hamburg Port,5553,18,15229.66
RTE002058,Dubai Port,Dubai Port,19606,13,35019.33
RTE002059,Shanghai Port,Hamburg Port,1115,2,27151.24
RTE002060,Rotterdam Port,Rotterdam Port,17706,8,6473.64
RTE002061,Lagos Port,Los Angeles Port,6864,27,38893.39
RTE002062,Shanghai Port,Durban Port,17553,2,29992.79
RTE002063,Los Angeles Port,Durban Port,13578,19,11228.62
RTE002064,Hamburg Port,Lagos Port,6044,14,43816.84
RTE002065,Durban Port,Durban Port,16370,31,41405.69
RTE002066,Los Angeles Port,Hamburg Port,14399,34,17961.27
RTE002067,Singapore Port,Dubai Port,10922,29,40947.48
RTE002068,Shanghai Port,Lagos Port,3347,27,6157.2
RTE002069,Shanghai Port,Singapore Port,8085,14,12818.02
RTE002070,Rotterdam Port,Lagos Port,18267,32,9610.71
RTE002071,Los Angeles Port,Shanghai Port,15984,3,7603.57
RTE002072,Rotterdam Port,Singapore Port,19745,7,2349.16
RTE002073,Singapore Port,Dubai Port,4160,6,17472.23
RTE002074,Lagos Port,Rotterdam Port,16023,29,19911.81
RTE002075,Rotterdam Port,Rotterdam Port,9370,12,12024.55
RTE002076,Durban Port,Dubai Port,829,11,35937.87
RTE002077,Hamburg Port,Lagos Port,4522,19,48314.65
RTE002078,Los Angeles Port,Singapore Port,4847,21,7575.56
RTE002079,Los Angeles Port,Dubai Port,17563,4,30959.8
RTE002080,Los Angeles Port,Lagos Port,9453,28,42537.68
RTE002081,Rotterdam Port,Lagos Port,17747,33,4210.0
RTE002082,Shanghai Port,Rotterdam Port,16773,11,10579.36
RTE002083,Durban Port,Durban Port,8293,39,29001.39
RTE002084,Dubai Port,Hamburg Port,13509,29,23404.55
RTE002085,Singapore Port,Hamburg Port,13798,33,3446.85
RTE002086,Hamburg Port,Dubai Port,14856,31,48812.36
RTE002087,Shanghai Port,Los Angeles Port,11652,24,47945.95
RTE002088,Shanghai Port,Rotterdam Port,17513,8,7423.44
RTE002089,Lagos Port,Rotterdam Port,8617,24,22664.81
RTE002090,Durban Port,Durban Port,2013,29,26157.99
RTE002091,Los Angeles Port,Durban Port,14704,26,3465.8
RTE002092,Dubai Port,Singapore Port,1592,18,42121.73
RTE002093,Singapore Port,Lagos Port,13552,19,12677.04
RTE002094,Singapore Port,Rotterdam Port,19778,13,10050.08
RTE002095,Durban Port,Singapore Port,4510,24,4831.25
RTE002096,Lagos Port,Lagos Port,16727,30,29792.16
RTE002097,Singapore Port,Los Angeles Port,1060,39,7597.0
RTE002098,Hamburg Port,Los Angeles Port,10704,7,32104.89
RTE002099,Hamburg Port,Hamburg Port,2575,6,19223.25
RTE002100,Los Angeles Port,Rotterdam Port,17777,8,19311.69
RTE002101,Los Angeles Port,Hamburg Port,1144,6,30104.06
RTE002102,Lagos Port,Durban Port,1966,36,7176.42
RTE002103,Dubai Port,Hamburg Port,14206,7,33119.61
RTE002104,Rotterdam Port,Rotterdam Port,15661,11,46541.25
RTE002105,Rotterdam Port,Lagos Port,16021,5,4005.24
RTE002106,Lagos Port,Durban Port,14497,28,16786.98
RTE002107,Dubai Port,Lagos Port,8087,35,18286.35
RTE002108,Singapore Port,Durban Port,12695,7,49384.88
RTE002109,Lagos Port,Shanghai Port,570,17,36737.35
RTE002110,Singapore Port,Los Angeles Port,3671,37,14579.83
RTE002111,Durban Port,Dubai Port,17353,27,28010.8
RTE002112,Shanghai Port,Singapore Port,4786,34,30377.12
RTE002113,Hamburg Port,Rotterdam Port,19127,31,12669.15
RTE002114,Rotterdam Port,Singapore Port,16001,33,16038.84
RTE002115,Rotterdam Port,Hamburg Port,8944,3,19077.17
RTE002116,Shanghai Port,Hamburg Port,2510,25,49481.12
RTE002117,Rotterdam Port,Lagos Port,3902,12,18130.88
RTE002118,Durban Port,Shanghai Port,5388,22,30568.34
RTE002119,Singapore Port,Lagos Port,783,12,1028.84
RTE002120,Durban Port,Rotterdam Port,11030,22,44809.39
RTE002121,Shanghai Port,Hamburg Port,2422,6,41354.59
RTE002122,Shanghai Port,Shanghai Port,17922,7,1356.47
RTE002123,Hamburg Port,Rotterdam Port,4880,9,43426.16
RTE002124,Dubai Port,Rotterdam Port,12441,38,47438.51
RTE002125,Hamburg Port,Durban Port,13027,11,16779.68
RTE002126,Hamburg Port,Shanghai Port,7701,33,38250.97
RTE002127,Rotterdam Port,Dubai Port,17978,4,7568.59
RTE002128,Durban Port,Durban Port,14797,12,4777.2
RTE002129,Los Angeles Port,Rotterdam Port,4597,8,11022.24
RTE002130,Shanghai Port,Lagos Port,13672,21,7779.04
RTE002131,Shanghai Port,Hamburg Port,3876,11,39490.63
RTE002132,Durban Port,Lagos Port,16781,13,33491.99
RTE002133,Lagos Port,Los Angeles Port,18341,20,5815.72
RTE002134,Shanghai Port,Shanghai Port,654,29,27160.04
RTE002135,Shanghai Port,Dubai Port,5407,14,15744.74
RTE002136,Singapore Port,Dubai Port,3217,26,25029.11
RTE002137,Shanghai Port,Rotterdam Port,14408,2,5241.83
RTE002138,Rotterdam Port,Dubai Port,12751,3,4263.94
RTE002139,Rotterdam Port,Rotterdam Port,17999,38,48528.48
RTE002140,Lagos Port,Hamburg Port,10602,2,42925.51
RTE002141,Lagos Port,Hamburg Port,14119,28,9545.11
RTE002142,Los Angeles Port,Los Angeles Port,12496,16,49717.22
RTE002143,Hamburg Port,Lagos Port,18656,32,5007.05
RTE002144,Shanghai Port,Dubai Port,13953,8,6702.83
RTE002145,Durban Port,Rotterdam Port,16946,37,1123.66
RTE002146,Lagos Port,Rotterdam Port,15236,21,47715.9
RTE002147,Dubai Port,Durban Port,7816,30,7128.64
RTE002148,Dubai Port,Hamburg Port,4448,32,49471.27
RTE002149,Singapore Port,Dubai Port,5405,35,33291.14
RTE002150,Dubai Port,Singapore Port,16903,31,27294.2
RTE002151,Shanghai Port,Dubai Port,13253,3,17753.61
RTE002152,Lagos Port,Rotterdam Port,10189,33,45336.41
RTE002153,Hamburg Port,Hamburg Port,17388,13,18932.85
RTE002154,Durban Port,Rotterdam Port,12920,33,27109.93
RTE002155,Los Angeles Port,Durban Port,7363,14,33100.98
RTE002156,Shanghai Port,Lagos Port,728,10,38268.83
RTE002157,Dubai Port,Shanghai Port,8667,27,38969.92
RTE002158,Rotterdam Port,Dubai Port,19020,5,22125.33
RTE002159,Durban Port,Singapore Port,16261,19,21458.36
RTE002160,Shanghai Port,Singapore Port,11097,10,1465.51
RTE002161,Dubai Port,Hamburg Port,11003,13,25156.26
RTE002162,Rotterdam Port,Los Angeles Port,18019,17,36770.87
RTE002163,Dubai Port,Durban Port,8288,18,10566.72
RTE002164,Shanghai Port,Singapore Port,9446,31,19248.76
RTE002165,Singapore Port,Dubai Port,17199,39,36421.58
RTE002166,Singapore Port,Shanghai Port,17979,30,47992.56
RTE002167,Shanghai Port,Rotterdam Port,14350,33,40116.65
RTE002168,Dubai Port,Singapore Port,19343,2,31420.58
RTE002169,Hamburg Port,Rotterdam Port,3475,39,9174.54
RTE002170,Shanghai Port,Singapore Port,6907,5,49581.44
RTE002171,Durban Port,Singapore Port,19353,38,42776.71
RTE002172,Los Angeles Port,Lagos Port,7508,35,43411.17
RTE002173,Shanghai Port,Rotterdam Port,12278,16,14864.3
RTE002174,Dubai Port,Los Angeles Port,5423,2,39797.46
RTE002175,Lagos Port,Lagos Port,8143,2,40265.38
RTE002176,Shanghai Port,Hamburg Port,7507,18,11092.39
RTE002177,Durban Port,Dubai Port,15382,28,30222.74
RTE002178,Hamburg Port,Shanghai Port,5780,3,15677.29
RTE002179,Los Angeles Port,Hamburg Port,6764,9,42482.96
RTE002180,Durban Port,Dubai Port,17124,19,2358.3
RTE002181,Singapore Port,Dubai Port,6336,14,25888.31
RTE002182,Los Angeles Port,Los Angeles Port,19416,28,23832.94
RTE002183,Shanghai Port,Lagos Port,18941,35,41032.15
RTE002184,Singapore Port,Hamburg Port,17308,22,26147.73
RTE002185,Shanghai Port,Lagos Port,10689,32,40976.55
RTE002186,Singapore Port,Lagos Port,12692,24,37507.24
RTE002187,Durban Port,Singapore Port,11389,15,14099.82
RTE002188,Los Angeles Port,Hamburg Port,19708,10,27862.85
RTE002189,Singapore Port,Lagos Port,13723,32,7222.29
RTE002190,Lagos Port,Dubai Port,1297,27,1117.29
RTE002191,Los Angeles Port,Shanghai Port,19572,3,39773.42
RTE002192,Rotterdam Port,Singapore Port,1157,21,2260.78
RTE002193,Singapore Port,Durban Port,15902,4,46216.79
RTE002194,Hamburg Port,Durban Port,4115,32,26344.58
RTE002195,Lagos Port,Singapore Port,14355,37,22711.39
RTE002196,Singapore Port,Shanghai Port,16628,20,6882.8
RTE002197,Shanghai Port,Lagos Port,12942,34,27047.84
RTE002198,Lagos Port,Durban Port,13555,30,11489.84
RTE002199,Durban Port,Dubai Port,17306,5,36180.15
RTE002200,Los Angeles Port,Singapore Port,5776,15,36491.45
RTE002201,Rotterdam Port,Singapore Port,2885,2,22291.79
RTE002202,Shanghai Port,Los Angeles Port,3970,9,19170.52
RTE002203,Hamburg Port,Lagos Port,8910,34,36763.32
RTE002204,Lagos Port,Dubai Port,5912,26,1230.29
RTE002205,Singapore Port,Shanghai Port,11187,37,7729.46
RTE002206,Shanghai Port,Rotterdam Port,13567,27,46571.51
RTE002207,Los Angeles Port,Hamburg Port,9336,32,5610.91
RTE002208,Hamburg Port,Los Angeles Port,17451,20,25756.29
RTE002209,Los Angeles Port,Lagos Port,9473,16,16324.08
RTE002210,Hamburg Port,Shanghai Port,16593,29,40129.46
RTE002211,Los Angeles Port,Rotterdam Port,12813,39,4074.73
RTE002212,Shanghai Port,Los Angeles Port,18100,16,42573.89
RTE002213,Lagos Port,Los Angeles Port,17485,17,40739.79
RTE002214,Los Angeles Port,Dubai Port,13099,26,5518.69
RTE002215,Dubai Port,Shanghai Port,8595,22,10101.4
RTE002216,Durban Port,Rotterdam Port,5374,39,30852.84
RTE002217,Los Angeles Port,Shanghai Port,3854,7,4322.85
RTE002218,Los Angeles Port,Hamburg Port,19671,8,13567.37
RTE002219,Durban Port,Shanghai Port,13872,8,10079.82
RTE002220,Singapore Port,Lagos Port,4450,11,12948.64
RTE002221,Rotterdam Port,Rotterdam Port,2970,17,49931.42
RTE002222,Durban Port,Los Angeles Port,6598,21,24901.71
RTE002223,Lagos Port,Singapore Port,19893,6,43791.64
RTE002224,Rotterdam Port,Shanghai Port,5950,8,40280.28
RTE002225,Hamburg Port,Rotterdam Port,7383,25,46157.62
RTE002226,Lagos Port,Dubai Port,8131,10,42226.71
RTE002227,Singapore Port,Los Angeles Port,11859,19,1520.26
RTE002228,Durban Port,Singapore Port,14799,12,39585.42
RTE002229,Rotterdam Port,Lagos Port,10251,8,3226.38
RTE002230,Hamburg Port,Singapore Port,17731,26,17764.29
RTE002231,Rotterdam Port,Dubai Port,18456,20,24107.58
RTE002232,Dubai Port,Durban Port,9158,31,45595.77
